,time,passenger_pos,destination_pos,distance,reward,wait_time
2449,2022/6/29 20:57,[15.159961   19.43127224],[15.07919415 14.75433967],4.677629911,17.19407478,18
2450,2022/6/29 18:26,[5.15367328 8.36141145],[4.76558076 5.86998887],2.521468284,13,4
2451,2022/6/29 21:28,[29.18932141  4.59340337],[ 8.07811273 17.71768973],24.85819834,123.7182438,18
2452,2022/6/29 23:14,[18.30535729  4.61922389],[23.81152277 23.55608604],19.72112082,104.4542031,14
2453,2022/6/29 21:54,[7.11953113 8.65998908],[28.13963596 24.77014338],26.48361529,129.8135573,14
2454,2022/6/29 23:45,[20.93391099  2.46699665],[12.54792243 16.77905616],16.58794297,92.70478612,1
2455,2022/6/29 20:07,[ 5.62233864 13.44679746],[18.03077632  9.8213004 ],12.9272408,78.977153,6
2456,2022/6/29 20:21,[23.42834457 25.21348745],[ 9.70828408 25.15971463],13.72016586,81.95062198,17
2457,2022/6/29 19:02,[ 3.10729698 25.13187296],[4.58251295 2.48781458],22.69206122,115.5952296,4
2458,2022/6/29 21:44,[19.25326213 14.15812097],[27.23671801 10.89567588],8.624332771,27.06083193,9
2459,2022/6/29 20:43,[ 8.6145679  15.02204718],[13.67838557 10.33284139],6.901514356,22.75378589,8
2460,2022/6/29 18:41,[20.81223896 22.78685502],[25.58951907 29.18569814],7.985461701,25.46365425,14
2461,2022/6/29 19:11,[ 7.99968576 21.48280447],[11.82774706 20.31245916],4.002969083,15.50742271,2
2462,2022/6/29 19:40,[14.27945071 29.81319308],[21.86706407 28.57473901],7.688019578,24.72004895,8
2463,2022/6/29 20:29,[25.04908648 27.08703033],[24.43257592 13.77477391],13.32652454,80.47446703,15
2464,2022/6/29 22:08,[ 7.5536536  11.10960526],[ 0.60708698 15.71979502],8.337184024,26.34296006,17
2465,2022/6/29 19:10,[15.15173401 15.75751394],[29.22093675 27.3436201 ],18.22581471,98.84680515,15
2466,2022/6/29 20:09,[ 4.85138335 11.06647565],[12.71868538 10.81598754],7.871288687,25.17822172,10
2467,2022/6/29 23:36,[23.95487891 15.7211301 ],[17.16299451 25.59040677],11.98049731,75.42686491,18
2468,2022/6/29 20:50,[24.1778446   3.96634568],[21.41743752 13.06308387],9.506339611,29.26584903,17
2469,2022/6/29 22:40,[8.83946709 1.50056463],[14.61748681 10.66310042],10.83224695,71.12092607,10
2470,2022/6/29 21:20,[ 7.54539119 20.84015189],[23.08456162  7.34368557],20.58204122,107.6826546,12
2471,2022/6/29 22:52,[ 1.4834231  25.46258102],[ 0.29879224 28.11337482],2.903456226,13,11
2472,2022/6/29 19:11,[18.82859622  9.65539906],[7.39433729 0.27016993],14.79272805,85.97273018,10
2473,2022/6/29 20:12,[7.06414251 4.13184905],[18.36498662  4.99636766],11.33386386,73.00198949,4
2474,2022/6/29 19:10,[15.85889513 17.70349267],[8.94125095 1.05194847],18.03129849,98.11736933,20
2475,2022/6/29 23:52,[1.11761642 0.79041997],[22.17374001  9.54029114],22.80176718,116.0066269,16
2476,2022/6/29 23:43,[23.88900558 12.95198472],[13.58994302 15.38647808],10.58288465,70.18581742,16
2477,2022/6/29 19:03,[21.39094369  8.20508597],[ 3.64762049 16.68172006],19.66415123,104.2405671,6
2478,2022/6/29 21:22,[ 9.8093287  13.27473941],[19.40840125 14.82377223],9.723255451,29.80813863,6
2479,2022/6/29 20:23,[18.60836451 16.32600006],[22.19389116 21.17809853],6.033146846,20.58286711,2
2480,2022/6/29 18:06,[16.02569675 20.36709063],[26.20678807 12.96813863],12.58567086,77.69626571,12
2481,2022/6/29 18:36,[12.38289218 22.92736863],[17.47661511  2.13020341],21.41186807,110.7945053,5
2482,2022/6/29 22:30,[26.76336047  0.92349307],[22.45189069 22.76382428],22.26182471,113.9818426,2
2483,2022/6/29 21:01,[28.59333256  1.62403225],[17.90570582 12.83521712],15.48922307,88.58458652,6
2484,2022/6/29 21:30,[9.91898865 2.70955681],[16.87962359 14.37122177],13.58104814,81.42893051,8
2485,2022/6/29 22:35,[ 3.13663374 18.37468521],[22.13859361 23.01834903],19.5611373,103.8542649,5
2486,2022/6/29 20:35,[27.16119565 12.28412226],[28.59218306 25.96288215],13.75340675,82.07527532,6
2487,2022/6/29 19:48,[8.89504713 4.77849112],[13.06168188 12.05696124],8.386714042,26.46678511,4
2488,2022/6/29 22:32,[17.27157916 17.50158697],[22.49960953 15.29669845],5.673961135,19.68490284,12
2489,2022/6/29 20:38,[ 3.14467923 25.74874007],[ 9.2929375  29.13892381],7.020998898,23.05249725,16
2490,2022/6/29 21:12,[ 3.53580326 28.74753517],[2.73035421 6.93108414],21.83131429,112.3674286,9
2491,2022/6/29 18:40,[ 1.39739826 21.1533944 ],[25.5089621  13.02213245],25.44572521,125.9214695,8
2492,2022/6/29 19:21,[27.85566225 17.70897215],[18.90021406 25.36257605],11.78039494,74.67648101,6
2493,2022/6/29 21:40,[ 8.90400615 10.62797164],[27.17855758 27.02890488],24.55503698,122.5813887,12
2494,2022/6/29 19:13,[29.29448329 27.05514949],[ 3.82116108 24.71172858],25.58088673,126.4283252,4
2495,2022/6/29 23:03,[12.29515434 29.72404068],[14.16842893 16.61508248],13.24212758,80.15797843,11
2496,2022/6/29 19:49,[15.89324746  9.6521109 ],[ 2.25066267 26.86953691],21.96724558,112.8771709,19
2497,2022/6/29 19:48,[24.08027438  4.18580342],[23.30304814 18.77539998],14.61028434,85.28856628,12
2498,2022/6/29 20:51,[12.27431364  7.62063447],[25.79186351 21.00564778],19.0232157,101.8370589,2
2499,2022/6/29 20:04,[16.43219728 18.28705602],[ 2.73198546 14.21759283],14.29182755,84.0943533,11
2500,2022/6/29 23:44,[5.81100878 6.25151037],[19.83911887 27.33768456],25.32616462,125.4731173,8
2501,2022/6/29 23:37,[12.11269831  6.23247819],[19.46240812 26.13561139],21.21680809,110.0630303,4
2502,2022/6/29 22:05,[22.44956403 26.06271692],[16.09664013 22.55628733],7.256355184,23.64088796,2
2503,2022/6/29 23:29,[ 4.20193678 10.44823846],[11.68647493 15.33887239],8.940727687,27.85181922,15
2504,2022/6/29 21:47,[27.87229081 26.22889681],[4.03576477 5.18368956],31.79749553,149.7406082,13
2505,2022/6/29 19:07,[10.72921649  8.72231598],[18.44312859 27.08328143],19.91555906,105.1833465,10
2506,2022/6/29 18:56,[28.86874625 19.60808858],[25.14477604 15.75606601],5.35780104,18.8945026,2
2507,2022/6/29 20:26,[ 6.24980841 15.74065236],[16.65247804 22.27372693],12.28399767,76.56499127,11
2508,2022/6/29 18:45,[ 6.59648969 11.04931146],[10.92082408 28.78318787],18.2534994,98.95062275,18
2509,2022/6/29 21:48,[13.31834881 22.65281902],[22.52434144  7.96632554],17.33330294,95.49988604,9
2510,2022/6/29 18:33,[17.15609068 26.8290868 ],[14.25593158 28.35352522],3.276405849,13.69101462,10
2511,2022/6/29 23:19,[6.43374688 2.22477317],[26.74361619 25.43043594],30.83818373,146.143189,20
2512,2022/6/29 20:42,[29.77769628 20.38180464],[28.1006378  24.80847075],4.733698129,17.33424532,10
2513,2022/6/29 21:30,[25.33278999 17.07424711],[11.47093794 28.03674218],17.67278248,96.77293428,15
2514,2022/6/29 20:17,[12.96351527 16.16458102],[13.38342921 16.94454942],0.885820765,13,12
2515,2022/6/29 19:30,[14.11515237  1.43902676],[26.46144558 13.33181457],17.14261818,94.78481816,10
2516,2022/6/29 18:39,[17.66830946  4.17563408],[0.10163544 7.35870281],17.85272983,97.44773687,16
2517,2022/6/29 19:22,[21.13758096  2.9758359 ],[27.26662321  6.45067708],7.045543278,23.11385819,20
2518,2022/6/29 21:54,[6.13780843 5.44523885],[ 0.41945139 23.15416405],18.60928906,100.284834,18
2519,2022/6/29 18:36,[26.25103594 18.42488108],[5.64599945 8.55833991],22.84548453,116.170567,19
2520,2022/6/29 19:26,[14.27780092 28.63037855],[ 7.42054115 21.94937712],9.573807582,29.43451896,7
2521,2022/6/29 18:20,[13.1834467   8.93542045],[13.67747811  2.13620153],6.817143465,22.54285866,11
2522,2022/6/29 20:57,[23.96062113  7.29905784],[21.7623637   2.05045114],5.690360972,19.72590243,1
2523,2022/6/29 20:18,[28.65295668  5.79044956],[26.48226229 24.28419629],18.62070305,100.3276364,17
2524,2022/6/29 23:51,[29.03579772 14.33671983],[21.82191882 11.12131971],7.898028032,25.24507008,15
2525,2022/6/29 19:53,[ 5.53104714 13.29227799],[ 4.97247046 29.46133868],16.17870612,91.17014795,15
2526,2022/6/29 20:41,[ 2.88739473 17.6763517 ],[18.79391566 16.14238629],15.9803147,90.42618011,19
2527,2022/6/29 22:21,[19.86557657  3.48542325],[16.65055573  8.61637713],6.055001799,20.6375045,6
2528,2022/6/29 20:15,[28.2052819 22.8621496],[29.17543446  1.12668209],21.75710789,112.0891546,16
2529,2022/6/29 19:23,[8.55399526 5.8626776 ],[0.33463762 7.26977191],8.338930048,26.34732512,13
2530,2022/6/29 19:48,[20.36327951  6.93266766],[15.27010336 26.63454345],20.34955411,106.8108279,13
2531,2022/6/29 22:17,[20.81273761 11.8388721 ],[11.17406817 13.67207442],9.811451442,30.0286286,11
2532,2022/6/29 20:50,[ 5.31124323 19.02002302],[10.92458457 25.57096048],8.626956738,27.06739184,6
2533,2022/6/29 22:09,[22.6965798  18.31539492],[10.92606668  6.29795495],16.82152914,93.58073428,15
2534,2022/6/29 22:18,[23.28455592 14.59227297],[6.74250115 5.85523845],18.70762808,100.6536053,16
2535,2022/6/29 19:15,[ 4.96202714 23.31483589],[ 6.86961556 15.79926791],7.753880039,24.8847001,12
2536,2022/6/29 18:33,[13.54639083 17.38832698],[26.31464701 26.0324217 ],15.41910307,88.32163652,20
2537,2022/6/29 20:26,[13.53228215  0.46098752],[12.79331417 18.18580612],17.74021612,97.02581046,7
2538,2022/6/29 22:33,[16.73294277 19.54008317],[ 4.62227197 19.39605296],12.11152723,75.91822712,4
2539,2022/6/29 20:54,[ 5.47954856 22.51571942],[10.1726284 21.296863 ],4.848774001,17.621935,7
2540,2022/6/29 19:31,[ 1.43596797 12.23580077],[21.15103567  6.80611549],20.44909232,107.1840962,12
2541,2022/6/29 22:53,[23.85861134 18.92339199],[17.62685316 10.60646563],10.39259709,69.47223907,2
2542,2022/6/29 18:19,[14.47354411 17.92047903],[14.17386342 20.94939972],3.043709753,13.10927438,11
2543,2022/6/29 19:11,[13.01090799  6.06819545],[6.41801348 0.17411307],8.843441931,27.60860483,2
2544,2022/6/29 22:55,[ 9.02873147 22.46752921],[23.82488127  6.07402626],22.08331922,113.3124471,7
2545,2022/6/29 20:32,[28.77131991 15.0720838 ],[27.50936247 21.20295846],6.259405767,21.14851442,19
2546,2022/6/29 22:40,[21.67300269  2.55130864],[6.59973381 0.264445  ],15.24575942,87.67159781,18
2547,2022/6/29 19:28,[21.48382921 10.33314865],[23.59957548 10.1680866 ],2.122175241,13,11
2548,2022/6/29 22:23,[24.58001257  3.92094761],[ 5.2011947  10.22629619],20.37881259,106.9205472,14
2549,2022/6/29 22:18,[12.25462167 10.46108433],[22.90941098  2.90854178],13.06007022,79.47526332,8
2550,2022/6/29 23:30,[10.53651059 25.11719999],[ 2.00391232 28.27030523],9.096554619,28.24138655,12
2551,2022/6/29 21:08,[29.58950527  2.65704521],[ 8.73817567 11.17201998],22.52293812,114.9610179,14
2552,2022/6/29 20:05,[23.29174106 17.87780436],[19.33097101 22.72529468],6.259861161,21.1496529,1
2553,2022/6/29 22:48,[ 3.53936998 24.99628371],[21.16859413 17.32025176],19.22787067,102.604515,16
2554,2022/6/29 22:48,[26.69206004 21.00919062],[ 6.05099888 12.89236143],22.17963755,113.6736408,18
2555,2022/6/29 21:32,[14.82128601  1.6565288 ],[28.6391254   3.85731782],13.99200335,82.97001257,9
2556,2022/6/29 23:42,[20.92383802 15.18693108],[ 0.7689675  27.74242428],23.74571993,119.5464497,18
2557,2022/6/29 20:07,[25.55510426 15.72773784],[6.86827008 3.64868672],22.25087071,113.9407652,3
2558,2022/6/29 23:21,[10.90177438  7.66284843],[15.20073603 28.99227888],21.75834724,112.0938022,16
2559,2022/6/29 20:46,[17.2486048  26.69793168],[19.52636512 14.2573958 ],12.64733668,77.92751255,19
2560,2022/6/29 18:18,[25.63822688 14.14104331],[26.05884512  8.74730309],5.410115825,19.02528956,7
2561,2022/6/29 23:26,[ 3.86439221 25.65943393],[17.62245491 26.67277195],13.79533049,82.23248932,6
2562,2022/6/29 18:41,[28.13481621  1.60885171],[15.02907906 11.24893647],16.26934481,91.51004304,6
2563,2022/6/29 21:40,[18.77575191 23.80773592],[ 8.41770648 16.70395153],12.55997045,77.5998892,12
2564,2022/6/29 21:58,[21.2618574   4.03293249],[24.42200718 18.183288  ],14.49893471,84.87100516,9
2565,2022/6/29 19:16,[28.48612311 10.18586757],[ 3.24437827 15.19503603],25.73397465,127.0024049,14
2566,2022/6/29 22:52,[ 2.57432315 29.0857957 ],[ 1.16054875 22.60511703],6.633095359,22.0827384,20
2567,2022/6/29 18:11,[15.75307194 11.05861957],[ 1.97526494 18.66500773],15.7380147,89.51755512,10
2568,2022/6/29 22:16,[17.55660988  8.42649819],[27.30665104  9.12330022],9.774908475,29.93727119,3
2569,2022/6/29 19:21,[13.49176232 16.31287368],[ 3.00695635 27.96485158],15.67481245,89.28054667,4
2570,2022/6/29 22:18,[11.23608457  2.42337642],[11.61873521 18.00607641],15.5873975,88.95274061,19
2571,2022/6/29 19:24,[15.40958015 20.83625922],[1.66451826 8.53621831],18.44499208,99.66872031,15
2572,2022/6/29 20:57,[24.57691731  2.39681063],[25.66457864  2.75688276],1.145713367,13,6
2573,2022/6/29 19:05,[25.03362645 10.82365203],[18.3662719   4.58661347],9.129855788,28.32463947,5
2574,2022/6/29 23:08,[1.98506165 6.47814612],[3.83561454 9.37217693],3.43510703,14.08776758,15
2575,2022/6/29 23:04,[15.4314974  17.66278391],[23.69604322 19.6871968 ],8.508875676,26.77218919,1
2576,2022/6/29 18:08,[18.26274975 12.35346082],[14.21425305 12.43562488],4.049330377,15.62332594,20
2577,2022/6/29 21:03,[25.2649809   6.90001358],[ 0.17162795 19.53959692],28.09689359,135.863351,15
2578,2022/6/29 22:53,[ 6.07386551 26.70345409],[25.77138989  2.30182116],31.35972188,148.0989571,8
2579,2022/6/29 18:26,[ 3.19165216 14.85514777],[18.27667988  8.24725012],16.46883033,92.25811376,5
2580,2022/6/29 20:01,[21.5039315  17.84748063],[9.74472329 0.76114464],20.74179007,108.2817127,15
2581,2022/6/29 22:39,[22.50450844  6.44260997],[25.0342123 12.6087078],6.664845389,22.16211347,12
2582,2022/6/29 20:35,[17.31232328 26.18846191],[25.90869003 11.14558726],17.32586503,95.47199388,8
2583,2022/6/29 21:27,[ 6.26666678 23.25438233],[12.99240611  5.76125981],18.74152889,100.7807333,10
2584,2022/6/29 19:45,[27.13276027  5.94312583],[0.77421505 0.60839921],26.89297705,131.3486639,14
2585,2022/6/29 20:55,[18.66946069 19.85025182],[9.33125115 9.60032968],13.86589562,82.49710858,1
2586,2022/6/29 22:35,[10.18481745 20.4047564 ],[ 1.74401373 27.87349058],11.27072126,72.76520472,16
2587,2022/6/29 22:58,[ 6.67563133 29.99019616],[ 5.14568081 23.14639372],7.012729881,23.0318247,2
2588,2022/6/29 23:53,[6.70237635 2.42540405],[26.24799973 25.76253778],30.44097902,144.6536713,8
2589,2022/6/29 19:36,[12.10711177 21.07188428],[16.71197798 25.58868341],6.450292025,21.62573006,15
2590,2022/6/29 19:19,[ 9.45167908 15.710172  ],[14.56117114 10.61717479],7.214258776,23.53564694,13
2591,2022/6/29 19:19,[26.74365194  4.97633774],[ 4.48525919 17.30728606],25.44579208,125.9217203,2
2592,2022/6/29 21:15,[19.7248269   5.83857763],[11.72152327 28.39691529],23.93598686,120.2599507,3
2593,2022/6/29 19:41,[ 7.39852268 20.05082106],[22.20448181 13.44386098],16.2132152,91.29955702,2
2594,2022/6/29 20:26,[28.1257796  22.09970206],[13.7377374  17.08005605],15.2385237,87.64446387,19
2595,2022/6/29 18:41,[20.7784033  17.76570541],[26.36092751 10.70665987],8.999705583,27.99926396,17
2596,2022/6/29 21:30,[8.9965722  6.41516668],[1.13348904 1.29041893],9.385686779,28.96421695,11
2597,2022/6/29 23:00,[26.10165579 20.35179439],[19.81597246 18.43928457],6.570198532,21.92549633,17
2598,2022/6/29 21:38,[25.47657434 14.40800777],[26.11232486 10.78335079],3.679988719,14.6999718,13
2599,2022/6/29 22:19,[27.80122513 20.9597094 ],[ 7.71531408 16.92254765],20.48761816,107.3285681,9
2600,2022/6/29 20:28,[15.99091684  4.13696465],[17.73728717  9.44356871],5.586578198,19.4664455,6
2601,2022/6/29 19:26,[ 1.570463   28.45968473],[19.24471107 26.30756796],17.80479293,97.2679735,20
2602,2022/6/29 22:57,[20.28168015 10.70951076],[15.38064217 20.27240281],10.74565389,70.7962021,4
2603,2022/6/29 23:22,[28.80756976  7.61008377],[26.24931176 27.72233416],20.27430146,106.5286305,11
2604,2022/6/29 23:42,[20.11246544 27.93799882],[11.93635762 28.59048528],8.202102023,26.00525506,18
2605,2022/6/29 20:00,[21.08348631  1.26017302],[27.20618495 14.53418427],14.61803042,85.31761406,9
2606,2022/6/29 22:50,[13.80980954 16.99399818],[ 4.4815364  14.07498146],9.774320355,29.93580089,18
2607,2022/6/29 22:04,[24.9338165   0.46447377],[8.18751481 0.07363759],16.75086187,93.315732,5
2608,2022/6/29 19:05,[12.47133927 21.84946531],[23.96315487 28.35569283],13.20578745,80.02170295,10
2609,2022/6/29 21:18,[18.25513839  7.638806  ],[27.72443847 23.25947262],18.2667148,99.00018051,7
2610,2022/6/29 22:02,[17.23285449 20.86920647],[27.72949065 21.37182085],10.50866271,69.90748515,19
2611,2022/6/29 23:53,[11.05123523 21.39084607],[ 1.20834488 11.59246685],13.88851056,82.5819146,2
2612,2022/6/29 19:05,[12.18969096  5.00514703],[0.69256442 4.0014371 ],11.54085579,73.7782092,5
2613,2022/6/29 22:55,[19.63864487 24.06866449],[29.64610478 10.39090509],16.94787172,94.05451896,20
2614,2022/6/29 22:26,[17.98137667 28.114349  ],[ 5.01125344 21.52936759],14.54599865,85.04749494,12
2615,2022/6/29 19:21,[22.64936199  2.66926608],[25.83748156 24.39315141],21.95657761,112.837166,3
2616,2022/6/29 19:07,[1.0020902  2.73253245],[ 1.47380682 10.04230595],7.324978178,23.81244544,20
2617,2022/6/29 23:46,[15.27866972 15.97043184],[ 8.03000279 27.3479066 ],13.49037079,81.08889047,17
2618,2022/6/29 22:32,[11.0478837   1.36650468],[ 9.00681335 15.93328268],14.70907847,85.65904426,19
2619,2022/6/29 22:37,[12.24665468  8.21527557],[ 3.93969749 24.574935  ],18.34786076,99.30447784,17
2620,2022/6/29 20:16,[29.88435726  9.88626401],[11.44863133 18.54112574],20.36621277,106.8732979,4
2621,2022/6/29 21:33,[21.55324424 11.76088604],[27.14788551 16.80011968],7.529534283,24.32383571,9
2622,2022/6/29 21:19,[13.51170229 19.40018259],[28.58411545 23.83656883],15.71175233,89.41907123,1
2623,2022/6/29 18:30,[1.20039392 9.96929732],[14.11634055  9.43552717],12.92697134,78.97614252,1
2624,2022/6/29 19:30,[21.00562682 24.7880745 ],[21.94035286 29.6799986 ],4.980425106,17.95106277,18
2625,2022/6/29 20:39,[ 8.17642944 26.24968485],[22.99867996 10.86536273],21.36296978,110.6111367,10
2626,2022/6/29 18:40,[22.02373631  3.12227869],[23.68000447 15.96991808],12.95395932,79.07734744,19
2627,2022/6/29 19:22,[ 8.76870518 19.67331905],[19.24859996  6.28458668],17.00253949,94.25952309,9
2628,2022/6/29 19:02,[ 0.91192244 13.00867761],[17.08535608 26.29815835],20.93299439,108.998729,16
2629,2022/6/29 23:59,[27.84650387 15.86415654],[22.61410451 13.17909817],5.881117368,20.20279342,15
2630,2022/6/29 23:46,[22.3824647   6.14404575],[11.13194204 19.02683996],17.10381965,94.63932371,7
2631,2022/6/29 23:47,[ 0.54473897 21.67383931],[25.06606504 11.97424983],26.37001077,129.3875404,5
2632,2022/6/29 21:40,[13.43827252 25.53846637],[23.26963906  8.64448467],19.54641618,103.7990607,7
2633,2022/6/29 19:42,[ 9.7192832  20.36634697],[16.89594277  4.86688713],17.08033073,94.55124025,16
2634,2022/6/29 18:53,[ 9.29789728 26.99949831],[20.6452331  29.57922953],11.63688289,74.13831086,4
2635,2022/6/29 22:46,[23.0103759  28.25923296],[ 6.48565722 23.14454624],17.29816024,95.36810091,6
2636,2022/6/29 19:05,[ 0.6065256  20.12280065],[14.07846834 10.40280216],16.61239332,92.79647496,3
2637,2022/6/29 22:40,[25.87213057 25.62803078],[ 0.66905115 18.28515367],26.25096296,128.9411111,20
2638,2022/6/29 18:59,[11.03496673 12.46983005],[24.96122218  9.29519315],14.28351883,84.06319562,11
2639,2022/6/29 23:28,[28.29146432  5.38901479],[19.8816727  20.16315201],16.99999193,94.24996974,7
2640,2022/6/29 18:37,[7.56585484 9.74251827],[25.04395478 22.85415765],21.84946371,112.4354889,3
2641,2022/6/29 23:06,[ 9.87287641 16.01869641],[1.85040889 6.26237647],12.63114262,77.86678482,4
2642,2022/6/29 19:11,[14.57461677  2.57921206],[25.29997065 21.5401863 ],21.78420896,112.1907836,9
2643,2022/6/29 19:25,[28.30901012 20.80400718],[28.21204117 16.63537667],4.169758181,15.92439545,5
2644,2022/6/29 19:59,[18.00655833 29.30913164],[19.26387441  0.92359707],28.41336687,137.0501258,14
2645,2022/6/29 22:43,[21.7140833  27.16406076],[23.86740749 17.51499818],9.886415623,30.21603906,18
2646,2022/6/29 18:51,[20.13910539 29.70575368],[ 2.71986266 20.01734486],19.93226738,105.2460027,1
2647,2022/6/29 21:05,[ 8.50193084 19.2027119 ],[18.22870728  4.60370496],17.5425535,96.28457563,5
2648,2022/6/29 19:41,[ 6.20239937 18.64888734],[3.84689842 7.95542625],10.94981711,71.56181417,4
2649,2022/6/29 18:40,[25.05736643  9.81274518],[14.64180469 28.23421005],21.1620957,109.8578589,5
2650,2022/6/29 18:11,[ 6.81447267 11.68878052],[18.19373327 22.66016789],15.80692609,89.77597285,18
2651,2022/6/29 20:16,[27.0496016  27.46418963],[23.29920223  6.8499251 ],20.95264655,109.0724246,18
2652,2022/6/29 18:24,[ 0.7442799  11.51321791],[ 4.24646553 21.31162942],10.40548761,69.52057853,3
2653,2022/6/29 22:45,[19.8339176   1.31914925],[25.09781337  7.46229799],8.089924296,25.72481074,4
2654,2022/6/29 21:10,[12.96681226 20.03801206],[12.88256361 13.23863408],6.799899907,22.49974977,4
2655,2022/6/29 18:03,[ 1.96883986 12.04330648],[22.9454368  27.45529012],26.02973028,128.1114886,20
2656,2022/6/29 18:48,[12.40491411 12.70757481],[21.07881319 28.28316003],17.8279382,97.35476824,10
2657,2022/6/29 21:07,[ 8.01182821 13.2043262 ],[23.87919731 18.29080708],16.66270356,92.98513835,5
2658,2022/6/29 19:55,[ 3.31759032 18.83198207],[ 5.60238854 15.30647802],4.201128619,16.00282155,4
2659,2022/6/29 20:41,[15.87309803 26.28610087],[13.87482822  8.38327267],18.01400399,98.05251497,17
2660,2022/6/29 23:52,[ 6.92899045 26.2275563 ],[ 5.13032563 12.77605683],13.57122077,81.39207789,10
2661,2022/6/29 22:41,[ 5.61519345 23.1991212 ],[14.2311792  10.53431072],15.31772291,87.94146091,7
2662,2022/6/29 20:26,[10.83298922 25.5664262 ],[16.61321863 21.53603553],7.046637565,23.11659391,3
2663,2022/6/29 21:46,[26.91115549 27.05225028],[ 9.85527163 28.57353789],17.12359455,94.71347955,9
2664,2022/6/29 18:08,[ 0.74627646 11.30506683],[26.87396573  8.23910639],26.30696219,129.1511082,14
2665,2022/6/29 19:10,[8.19244351 9.07866855],[18.36940155 13.14998327],10.96111666,71.60418747,9
2666,2022/6/29 23:18,[21.80204509 26.84731928],[20.22598125  6.13400161],20.77319201,108.39947,6
2667,2022/6/29 19:15,[27.98045707  7.9347862 ],[4.49682886 2.69901837],24.06021735,120.7258151,4
2668,2022/6/29 19:12,[16.90151222  3.41287387],[4.16327652 9.00091442],13.91002681,82.66260053,19
2669,2022/6/29 20:58,[ 8.44959029 18.12718531],[24.50235838 22.84048969],16.73040949,93.23903558,4
2670,2022/6/29 18:33,[7.87453364 7.35931494],[28.9737459   0.24708725],22.26568078,113.9963029,19
2671,2022/6/29 19:07,[26.39161599  5.99185557],[28.41852969 10.26921854],4.733308899,17.33327225,4
2672,2022/6/29 20:29,[13.21055322 21.21361842],[17.63007154  9.53817989],12.48390993,77.31466222,7
2673,2022/6/29 19:10,[16.61492748 21.92120653],[1.27004838 0.33597916],26.48371868,129.8139451,14
2674,2022/6/29 18:01,[13.74200817  3.95509853],[19.93032874  6.42157369],6.661742353,22.15435588,5
2675,2022/6/29 18:43,[12.9855332   5.93012811],[16.45450757  3.48160378],4.246063417,16.11515854,6
2676,2022/6/29 20:56,[0.69320558 1.53394914],[28.62775325  4.26858656],28.06808142,135.7553053,12
2677,2022/6/29 22:58,[21.25434759  2.03778613],[ 3.24481057 15.26628754],22.34584242,114.2969091,14
2678,2022/6/29 19:26,[13.9461279  28.54740928],[28.34506359 23.38825928],15.2952992,87.85737201,7
2679,2022/6/29 19:33,[18.0630549  13.64880952],[10.68535603 28.41262641],16.50456694,92.39212601,10
2680,2022/6/29 18:32,[18.08726434 17.37217583],[6.95703365 1.40093454],19.46696134,103.501105,17
2681,2022/6/29 21:17,[28.35565739  9.41205777],[13.2776707   3.43919831],16.21791395,91.3171773,2
2682,2022/6/29 20:04,[25.1077299   0.82895499],[25.01972286  4.20855038],3.380741086,13.95185272,1
2683,2022/6/29 18:33,[26.59692338 21.89317912],[ 4.94010788 16.97453979],22.20834687,113.7813008,18
2684,2022/6/29 19:25,[9.37968943 5.34699297],[25.77546598 12.105683  ],17.73418675,97.00320031,17
2685,2022/6/29 23:48,[11.95631143  5.09660024],[11.49197028 26.14850539],21.0570255,109.4638456,2
2686,2022/6/29 23:08,[10.89386131 28.54810687],[28.38926698  4.34695978],29.86276511,142.4853692,11
2687,2022/6/29 21:38,[ 5.31933761 25.88022211],[11.78282757  0.13121947],26.54784058,130.0544022,16
2688,2022/6/29 18:35,[ 8.21615459 17.9288698 ],[23.97797898  4.00165851],21.03336212,109.375108,7
2689,2022/6/29 19:25,[ 3.31624093 27.66277961],[22.53445103 17.69338802],21.65013552,111.6880082,5
2690,2022/6/29 22:02,[23.0756037  12.86563084],[22.75367242 11.15408974],1.741554676,13,9
2691,2022/6/29 18:48,[ 7.32283717 21.87040264],[12.59016876 29.44131313],9.222985837,28.55746459,19
2692,2022/6/29 21:49,[10.48455547 27.65182262],[27.98887646  7.25558841],26.87764169,131.2911563,8
2693,2022/6/29 23:58,[23.94663545 12.99223515],[27.52574182 13.50372818],3.61547058,14.53867645,11
2694,2022/6/29 21:28,[22.32911152 14.00902227],[6.83402267 5.98050387],17.45150097,95.94312865,4
2695,2022/6/29 18:28,[12.76293583 22.66483971],[18.15214456 20.6588787 ],5.750430445,19.87607611,4
2696,2022/6/29 19:34,[ 8.46979052 14.44306038],[ 1.33185795 24.52597248],12.35375238,76.82657142,20
2697,2022/6/29 19:47,[29.69676487 12.20637188],[0.32890959 5.09377919],30.21688101,143.8133038,12
2698,2022/6/29 21:58,[19.57580633 18.36237955],[23.63594159  7.61652033],11.48730554,73.57739578,17
2699,2022/6/29 23:44,[22.90895747 20.63952065],[ 9.68443493 16.36464444],13.89829352,82.61860071,15
2700,2022/6/29 21:25,[ 4.41821425 13.5769351 ],[26.43592019 12.63574139],22.03781341,113.1418003,15
2701,2022/6/29 19:19,[25.18700119 17.70760096],[ 5.75630139 17.43318734],19.43263743,103.3723904,4
2702,2022/6/29 22:37,[15.17949987 11.95924006],[ 3.58891319 12.50125992],11.60325322,74.01219958,7
