订单id,是否被司机接单,接单司机id,下单时间,乘客位置,目的地位置,订单距离,订单收益,乘客最长等待接单时间,接单时刻,乘客实际等待时间
2635,0,-1,2022-06-29 22:46:00,[23.0103759 28.25923296],[6.48565722 23.14454624],17.29816024,95.36810091,0:06:00,0:00:00,0:00:00
621,1,33,2022-06-29 22:46:00,[21.03418783 20.40335656],[12.24455073 0.46184675],21.79269451,112.2226044,0:08:00,2022-06-29 22:47:40,0:49:24
2911,0,-1,2022-06-29 22:46:00,[2.71756073 3.4028228],[0.99522473 3.13522688],1.742999958,13.0,0:08:00,0:00:00,0:00:00
1960,0,-1,2022-06-29 22:46:00,[8.10175398 6.20511332],[19.62069233 12.48651093],13.12028569,79.70107134,0:09:00,0:00:00,0:00:00
2329,0,-1,2022-06-29 22:46:00,[3.67557428 6.36083552],[0.88625906 13.01805749],7.217955652,23.54488913,0:09:00,0:00:00,0:00:00
236,0,-1,2022-06-29 22:46:00,[28.88780626 14.5063694],[24.17977649 16.50679626],5.11539362,18.28848405,0:11:00,0:00:00,0:00:00
2248,0,-1,2022-06-29 22:46:00,[22.16976189 11.90663935],[7.88772743 11.26495866],14.29644231,84.11165864,0:16:00,0:00:00,0:00:00
1143,1,70,2022-06-29 22:46:00,[0.63027471 1.03293926],[13.37476649 24.4996573],26.70409943,130.6403729,0:17:00,2022-06-29 22:46:06,0:59:21
813,1,88,2022-06-29 22:46:00,[18.38387507 28.15446475],[19.85333197 2.30409145],25.89210504,127.5953939,0:19:00,2022-06-29 22:46:39,0:20:25
1036,0,-1,2022-06-29 22:47:00,[6.98185047 1.61491575],[5.69625987 1.16873539],1.360815964,13.0,0:02:00,0:00:00,0:00:00
2835,1,251,2022-06-29 22:47:00,[2.72514543 3.86811916],[7.18829496 25.78583116],22.36751669,114.3781876,0:02:00,2022-06-29 22:47:12,1:35:29
33,0,-1,2022-06-29 22:47:00,[19.95591662 15.69196274],[10.76491452 26.31601622],14.04795472,83.17983021,0:05:00,0:00:00,0:00:00
2940,0,-1,2022-06-29 22:47:00,[23.244833 10.11988593],[18.99320468 1.50639364],9.605654209,29.51413552,0:16:00,0:00:00,0:00:00
1065,1,3,2022-06-29 22:47:00,[18.7630035 24.24804634],[2.07110811 10.04367126],21.91765597,112.6912099,0:18:00,2022-06-29 22:47:32,0:51:56
1063,0,-1,2022-06-29 22:48:00,[23.25703617 10.27773248],[18.83006631 5.76048254],6.324840639,21.3121016,0:01:00,0:00:00,0:00:00
1083,0,-1,2022-06-29 22:48:00,[28.84652196 13.34557298],[14.67145201 10.54949617],14.4482059,84.68077212,0:04:00,0:00:00,0:00:00
1716,0,-1,2022-06-29 22:48:00,[11.20333773 11.50603537],[25.09860631 19.52364963],16.04246325,90.65923719,0:05:00,0:00:00,0:00:00
553,0,-1,2022-06-29 22:48:00,[19.99801437 4.88099231],[16.95255937 23.14880733],18.51993147,99.949743,0:08:00,0:00:00,0:00:00
1292,0,-1,2022-06-29 22:48:00,[8.03991801 27.3662471],[18.99536025 21.63163983],12.3655746,76.87090477,0:10:00,0:00:00,0:00:00
2005,1,10,2022-06-29 22:48:00,[29.8803835 5.3999885],[15.0764282 25.45253179],24.92511956,123.9691984,0:10:00,2022-06-29 22:48:55,1:08:31
2130,0,-1,2022-06-29 22:48:00,[26.67391607 14.0354755],[19.72332982 26.85200169],14.57991745,85.17469044,0:14:00,0:00:00,0:00:00
1940,0,-1,2022-06-29 22:48:00,[24.3807913 3.97811972],[7.00188808 13.60111817],19.8652555,104.9947081,0:16:00,0:00:00,0:00:00
2553,0,-1,2022-06-29 22:48:00,[3.53936998 24.99628371],[21.16859413 17.32025176],19.22787067,102.604515,0:16:00,0:00:00,0:00:00
1523,0,-1,2022-06-29 22:48:00,[20.31113445 24.0963637],[16.85630869 22.2264962],3.928387134,15.32096784,0:18:00,0:00:00,0:00:00
2554,1,160,2022-06-29 22:48:00,[26.69206004 21.00919062],[6.05099888 12.89236143],22.17963755,113.6736408,0:18:00,2022-06-29 22:50:29,1:27:32
2269,0,-1,2022-06-29 22:48:00,[28.44159846 2.06252856],[15.22182282 9.86759335],15.35192184,88.06970691,0:19:00,0:00:00,0:00:00
2812,0,-1,2022-06-29 22:49:00,[9.42724561 29.20579656],[8.63813245 26.67914171],2.647014219,13.0,0:02:00,0:00:00,0:00:00
2229,0,-1,2022-06-29 22:49:00,[14.08304586 21.60968749],[15.88307222 11.86467229],9.909864595,30.27466149,0:04:00,0:00:00,0:00:00
2148,1,255,2022-06-29 22:49:00,[28.01576387 24.29365586],[25.11657429 2.79862154],21.68967037,111.8362639,0:07:00,2022-06-29 22:51:08,0:14:19
1991,0,-1,2022-06-29 22:49:00,[14.55842151 16.26100035],[27.57114831 26.9972863],16.87005912,93.76272169,0:09:00,0:00:00,0:00:00
2912,0,-1,2022-06-29 22:49:00,[6.2825945 29.10229857],[20.03580667 23.35659077],14.90516699,86.39437621,0:09:00,0:00:00,0:00:00
300,1,154,2022-06-29 22:49:00,[28.69504195 22.12525078],[10.59754226 8.89606744],22.41719847,114.5644943,0:11:00,2022-06-29 22:49:43,0:10:48
1023,0,-1,2022-06-29 22:49:00,[10.32274854 15.61631512],[13.2199465 26.3974388],11.16361876,72.36357037,0:11:00,0:00:00,0:00:00
2379,0,-1,2022-06-29 22:49:00,[3.07603614 18.37778425],[2.82631091 22.62846999],4.258015028,16.14503757,0:11:00,0:00:00,0:00:00
1358,0,-1,2022-06-29 22:49:00,[23.66741889 7.01071346],[19.17605488 7.07047604],4.491761593,16.72940398,0:12:00,0:00:00,0:00:00
2107,1,47,2022-06-29 22:49:00,[29.90971508 12.76667633],[10.44691919 21.30629545],21.25383539,110.2018827,0:17:00,2022-06-29 22:51:16,0:38:22
659,0,-1,2022-06-29 22:49:00,[6.5866177 28.79588408],[18.48901458 16.7063533],16.96537079,94.12014047,0:18:00,0:00:00,0:00:00
1035,1,2,2022-06-29 22:49:00,[21.5615434 3.31810797],[1.06770692 29.82990908],33.5092962,156.1598607,0:20:00,2022-06-29 22:49:17,0:12:35
1246,0,-1,2022-06-29 22:50:00,[13.78030967 1.65304605],[12.80684183 14.07074819],12.4558005,77.20925186,0:09:00,0:00:00,0:00:00
129,1,151,2022-06-29 22:50:00,[2.74460512 26.32382588],[7.96800128 3.88544764],23.03833079,116.8937405,0:11:00,2022-06-29 22:50:20,0:07:07
2210,0,-1,2022-06-29 22:50:00,[5.13554232 3.13447186],[7.12548362 11.39701567],8.498793833,26.74698458,0:13:00,0:00:00,0:00:00
2606,0,-1,2022-06-29 22:50:00,[13.80980954 16.99399818],[4.4815364 14.07498146],9.774320355,29.93580089,0:18:00,0:00:00,0:00:00
538,1,42,2022-06-29 22:50:00,[7.79714938 10.35576625],[27.52457529 8.71513517],19.79552989,104.7332371,0:20:00,2022-06-29 23:06:51,0:50:00
136,0,-1,2022-06-29 22:51:00,[8.01084811 26.35889959],[23.92278065 19.75355504],17.22846987,95.10676199,0:04:00,0:00:00,0:00:00
931,1,77,2022-06-29 22:51:00,[24.29025109 28.51598463],[0.66198446 29.47563817],23.64774659,119.1790497,0:04:00,2022-06-29 22:51:02,0:56:03
2351,0,-1,2022-06-29 22:51:00,[14.29872482 25.97102977],[0.96328741 19.31603783],14.90378504,86.38919389,0:11:00,0:00:00,0:00:00
515,0,-1,2022-06-29 22:51:00,[14.16845412 26.40470214],[6.47222038 20.33439601],9.802072761,30.0051819,0:13:00,0:00:00,0:00:00
698,1,167,2022-06-29 22:51:00,[26.64354567 9.75871855],[27.02882687 29.8847302],20.12969912,105.9863717,0:19:00,2022-06-29 23:06:43,1:06:02
1270,1,74,2022-06-29 22:51:00,[7.06149786 14.83112433],[27.4450485 6.35143116],22.07700915,113.2887843,0:20:00,2022-06-29 22:51:05,0:39:22
286,0,-1,2022-06-29 22:52:00,[12.48461995 14.44032455],[0.5757683 7.79439626],13.63778245,81.64168419,0:01:00,0:00:00,0:00:00
1543,0,-1,2022-06-29 22:52:00,[19.08316904 4.94192688],[12.89493773 8.61773085],7.19762055,23.49405137,0:06:00,0:00:00,0:00:00
2084,0,-1,2022-06-29 22:52:00,[2.64018083 26.8060375],[11.6779919 9.40108219],19.61159092,104.043466,0:11:00,0:00:00,0:00:00
2471,0,-1,2022-06-29 22:52:00,[1.4834231 25.46258102],[0.29879224 28.11337482],2.903456226,13.0,0:11:00,0:00:00,0:00:00
523,1,226,2022-06-29 22:52:00,[0.29771463 13.92285478],[28.90497723 15.5709684],28.65469859,137.9551197,0:20:00,2022-06-29 22:54:07,0:23:01
624,1,45,2022-06-29 22:52:00,[29.31020863 3.05679303],[0.24959827 13.00748378],30.71702006,145.6888252,0:20:00,2022-06-29 22:52:47,0:03:41
2566,0,-1,2022-06-29 22:52:00,[2.57432315 29.0857957],[1.16054875 22.60511703],6.633095359,22.0827384,0:20:00,0:00:00,0:00:00
2541,0,-1,2022-06-29 22:53:00,[23.85861134 18.92339199],[17.62685316 10.60646563],10.39259709,69.47223907,0:02:00,0:00:00,0:00:00
1291,1,145,2022-06-29 22:53:00,[26.24230949 22.12294324],[7.58512202 2.01853839],27.42768198,133.3538074,0:04:00,2022-06-29 22:55:13,0:37:58
506,0,-1,2022-06-29 22:53:00,[11.31954162 28.92235249],[2.67868574 20.610578],11.98957821,75.4609183,0:05:00,0:00:00,0:00:00
563,0,-1,2022-06-29 22:53:00,[5.74778837 27.5471726],[3.05411049 15.17873723],12.65836064,77.96885239,0:07:00,0:00:00,0:00:00
1042,1,156,2022-06-29 22:53:00,[21.1911599 10.36738758],[0.20946786 12.10442907],21.05347274,109.4505228,0:07:00,2022-06-29 22:56:59,0:25:31
2578,1,46,2022-06-29 22:53:00,[6.07386551 26.70345409],[25.77138989 2.30182116],31.35972188,148.0989571,0:08:00,2022-06-29 22:53:29,1:38:49
1700,0,-1,2022-06-29 22:53:00,[1.96802295 20.71845937],[17.17223178 12.13558573],17.45948699,95.97307622,0:12:00,0:00:00,0:00:00
1821,0,-1,2022-06-29 22:53:00,[3.13981902 24.67943782],[6.30142012 11.82250946],13.23995198,80.14981992,0:13:00,0:00:00,0:00:00
1186,1,161,2022-06-29 22:53:00,[28.82238908 16.12620431],[0.42589903 7.72895996],29.61206443,141.5452416,0:19:00,2022-06-29 22:53:38,0:42:02
700,1,123,2022-06-29 22:53:00,[2.01767742 2.8475381],[29.96677836 9.79917748],28.80065162,138.5024436,0:20:00,2022-06-29 22:53:55,1:36:27
421,1,216,2022-06-29 22:54:00,[4.20072293 8.30442923],[29.14598073 9.94041021],24.99884638,124.2456739,0:02:00,2022-06-29 22:55:30,0:31:15
1348,0,-1,2022-06-29 22:54:00,[13.78688933 14.96903833],[2.16639556 20.53306083],12.88387449,78.81452932,0:07:00,0:00:00,0:00:00
2904,0,-1,2022-06-29 22:54:00,[14.73422907 20.47437199],[3.04723633 9.85056221],15.79402208,89.72758281,0:12:00,0:00:00,0:00:00
652,0,-1,2022-06-29 22:54:00,[13.17631804 18.31640265],[4.81096218 20.20936252],8.576856979,26.94214245,0:15:00,0:00:00,0:00:00
798,1,169,2022-06-29 22:54:00,[17.84542139 22.16600031],[0.97330338 19.76152916],17.04258922,94.40970959,0:16:00,2022-06-29 23:09:47,0:53:03
1764,0,-1,2022-06-29 22:55:00,[21.4897603 20.08156271],[14.30975746 19.26834491],7.225909218,23.56477304,0:07:00,0:00:00,0:00:00
2544,1,278,2022-06-29 22:55:00,[9.02873147 22.46752921],[23.82488127 6.07402626],22.08331922,113.3124471,0:07:00,2022-06-29 22:55:56,1:03:56
1309,0,-1,2022-06-29 22:55:00,[26.59786325 12.32827657],[18.12913259 18.90056042],10.71980941,70.69928529,0:08:00,0:00:00,0:00:00
1155,0,-1,2022-06-29 22:55:00,[8.99788192 14.22925995],[5.04060157 10.64391869],5.339919453,18.84979863,0:09:00,0:00:00,0:00:00
1907,0,-1,2022-06-29 22:55:00,[17.67994935 15.75422555],[6.08980678 13.55607134],11.79674899,74.73780872,0:11:00,0:00:00,0:00:00
1002,1,284,2022-06-29 22:55:00,[28.68875645 11.30029321],[10.17721984 1.87293982],20.7738292,108.4018595,0:16:00,2022-06-29 23:04:43,1:18:33
1340,0,-1,2022-06-29 22:55:00,[12.01069881 28.41458808],[12.19388154 23.15508106],5.262696081,18.6567402,0:17:00,0:00:00,0:00:00
2613,0,-1,2022-06-29 22:55:00,[19.63864487 24.06866449],[29.64610478 10.39090509],16.94787172,94.05451896,0:20:00,0:00:00,0:00:00
459,0,-1,2022-06-29 22:56:00,[11.56535714 10.21161313],[16.24222822 4.6243513],7.286330892,23.71582723,0:04:00,0:00:00,0:00:00
1636,0,-1,2022-06-29 22:56:00,[28.00779431 21.59878618],[22.61441139 6.57177519],15.96557668,90.37091254,0:08:00,0:00:00,0:00:00
2955,1,268,2022-06-29 22:56:00,[29.33687963 13.03260414],[4.51345652 13.97900245],24.84145738,123.6554652,0:18:00,2022-06-29 22:56:56,1:20:32
593,1,149,2022-06-29 22:57:00,[23.58616957 22.03331796],[11.53065116 0.75580242],24.45543277,122.2078729,0:02:00,2022-06-29 22:57:47,1:10:28
1997,0,-1,2022-06-29 22:57:00,[15.39231655 20.12241601],[25.42065162 0.28616862],22.22710541,113.8516453,0:04:00,0:00:00,0:00:00
2602,0,-1,2022-06-29 22:57:00,[20.28168015 10.70951076],[15.38064217 20.27240281],10.74565389,70.7962021,0:04:00,0:00:00,0:00:00
489,0,-1,2022-06-29 22:57:00,[15.67729798 8.98697034],[2.30586226 15.01872804],14.66892615,85.50847304,0:06:00,0:00:00,0:00:00
1193,0,-1,2022-06-29 22:57:00,[12.95421285 23.45339478],[14.52519096 23.82043351],1.613285361,13.0,0:07:00,0:00:00,0:00:00
1509,1,95,2022-06-29 22:57:00,[27.20599732 17.62109606],[2.56207453 13.49411972],24.98709395,124.2016023,0:10:00,2022-06-29 22:57:33,0:35:12
470,1,254,2022-06-29 22:57:00,[8.27302705 26.31271743],[28.32126281 4.46387908],29.65305203,141.6989451,0:15:00,2022-06-29 22:57:13,1:15:07
755,1,54,2022-06-29 22:57:00,[20.18293843 6.6151279],[6.54622604 26.2221532],23.88295137,120.0610676,0:17:00,2022-06-29 22:57:52,1:08:32
2019,1,295,2022-06-29 22:57:00,[4.31062876 21.2979922],[16.01176241 4.31503413],20.6237095,107.8389106,0:17:00,2022-06-29 23:06:42,1:01:04
1233,1,179,2022-06-29 22:57:00,[20.74930206 23.85034611],[4.90063349 3.12939262],26.08712726,128.3267272,0:18:00,2022-06-29 22:57:13,0:16:08
2587,0,-1,2022-06-29 22:58:00,[6.67563133 29.99019616],[5.14568081 23.14639372],7.012729881,23.0318247,0:02:00,0:00:00,0:00:00
2962,0,-1,2022-06-29 22:58:00,[20.84895806 9.25183776],[26.30575749 23.45166798],15.2122266,87.54584977,0:08:00,0:00:00,0:00:00
80,0,-1,2022-06-29 22:58:00,[26.05403928 14.62293595],[26.83656681 23.99565768],9.405331572,29.01332893,0:11:00,0:00:00,0:00:00
1599,0,-1,2022-06-29 22:58:00,[20.01110571 27.34730662],[10.36860507 18.64521933],12.98861585,79.20730945,0:11:00,0:00:00,0:00:00
1631,0,-1,2022-06-29 22:58:00,[12.3007136 14.45984753],[2.11382033 8.34430921],11.88160778,75.05602918,0:13:00,0:00:00,0:00:00
2396,0,-1,2022-06-29 22:58:00,[19.20146391 14.84383065],[25.47396744 26.24105953],13.0092708,79.2847655,0:14:00,0:00:00,0:00:00
2677,1,225,2022-06-29 22:58:00,[21.25434759 2.03778613],[3.24481057 15.26628754],22.34584242,114.2969091,0:14:00,2022-06-29 23:00:30,1:20:48
900,1,249,2022-06-29 22:58:00,[25.49877992 5.8873715],[3.7664937 28.90439842],31.65558075,149.2084278,0:16:00,2022-06-29 22:59:05,0:20:33
93,1,144,2022-06-29 22:58:00,[21.97716292 6.44821136],[0.93549405 7.86792133],21.08950936,109.5856601,0:18:00,2022-06-29 23:03:57,0:11:00
1893,0,-1,2022-06-29 22:58:00,[14.59174884 8.95351983],[19.14278177 8.64456407],4.561507909,16.90376977,0:20:00,0:00:00,0:00:00
412,1,181,2022-06-29 22:59:00,[17.96935525 3.44798991],[2.81571854 27.28880458],28.24919732,136.43449,0:01:00,2022-06-29 22:59:18,0:23:28
2958,1,272,2022-06-29 22:59:00,[26.59592012 16.86847508],[7.56295979 28.6466913],22.38258154,114.4346808,0:07:00,2022-06-29 23:00:26,1:10:01
2187,1,240,2022-06-29 22:59:00,[19.53593136 25.68855384],[3.37148925 10.43213507],22.22717937,113.8519226,0:08:00,2022-06-29 23:03:53,0:48:39
2438,1,176,2022-06-29 22:59:00,[3.20650125 24.63331583],[13.06515082 2.1704553],24.53106347,122.491488,0:08:00,2022-06-29 22:59:53,1:16:21
2841,0,-1,2022-06-29 22:59:00,[16.44360195 13.59044251],[26.33275027 3.00095013],14.48905115,84.83394182,0:09:00,0:00:00,0:00:00
1651,1,235,2022-06-29 22:59:00,[28.01962256 5.50738882],[7.5829758 12.19909581],21.50431289,111.1411734,0:10:00,2022-06-29 23:03:57,1:16:38
613,1,62,2022-06-29 22:59:00,[8.05601268 8.62384995],[19.7026819 29.05611995],23.51855781,118.6945918,0:14:00,2022-06-29 23:00:00,0:59:09
1226,0,-1,2022-06-29 22:59:00,[9.30705851 5.45290793],[15.12398526 9.6842938],7.193140006,23.48285001,0:17:00,0:00:00,0:00:00
714,0,-1,2022-06-29 22:59:00,[15.01078339 20.7265193],[20.91407418 19.4591687],6.037799242,20.5944981,0:20:00,0:00:00,0:00:00
1908,0,-1,2022-06-29 23:00:00,[23.90842512 17.71278309],[2.90751981 16.44064492],21.03940017,109.3977506,0:03:00,0:00:00,0:00:00
1001,1,131,2022-06-29 23:00:00,[22.53836773 26.90985868],[25.38372632 5.48440166],21.6135669,111.5508759,0:07:00,2022-06-29 23:03:56,0:44:48
257,1,41,2022-06-29 23:00:00,[2.90029349 13.51112809],[22.68489987 10.42714573],20.02352608,105.5882228,0:08:00,2022-06-29 23:06:46,1:28:45
364,0,-1,2022-06-29 23:00:00,[13.86886683 12.35296625],[19.52920401 16.36295608],6.936817391,22.84204348,0:16:00,0:00:00,0:00:00
1679,0,-1,2022-06-29 23:00:00,[1.17875835 19.64721369],[13.28207783 28.46748655],14.97623302,86.66087383,0:16:00,0:00:00,0:00:00
2597,0,-1,2022-06-29 23:00:00,[26.10165579 20.35179439],[19.81597246 18.43928457],6.570198532,21.92549633,0:17:00,0:00:00,0:00:00
574,0,-1,2022-06-29 23:00:00,[16.17283658 8.47417279],[12.75684556 1.12713271],8.102344881,25.7558622,0:18:00,0:00:00,0:00:00
1619,0,-1,2022-06-29 23:00:00,[17.21925525 19.12213837],[16.7012777 22.14886531],3.070729027,13.17682257,0:18:00,0:00:00,0:00:00
2874,1,14,2022-06-29 23:00:00,[5.31628139 26.19106805],[22.28192591 19.7819724],18.13586505,98.50949392,0:20:00,2022-06-29 23:07:58,0:52:45
1021,0,-1,2022-06-29 23:01:00,[23.2651589 11.79365395],[4.17762212 0.32145893],22.26982979,114.0118617,0:01:00,0:00:00,0:00:00
1119,0,-1,2022-06-29 23:01:00,[18.42558733 7.09829348],[14.50494255 12.87448476],6.981106011,22.95276503,0:07:00,0:00:00,0:00:00
2074,0,-1,2022-06-29 23:01:00,[9.66241726 17.35756046],[2.25280937 28.30071896],13.21571061,80.0589148,0:07:00,0:00:00,0:00:00
2078,1,170,2022-06-29 23:01:00,[26.17388445 6.46919288],[2.51412477 14.4868331],24.98132868,124.1799826,0:07:00,2022-06-29 23:02:33,1:12:46
212,0,-1,2022-06-29 23:01:00,[28.33842658 20.49744085],[14.91524292 18.53541721],13.56581721,81.37181452,0:10:00,0:00:00,0:00:00
2745,1,127,2022-06-29 23:01:00,[3.26914888 7.52195478],[26.83616557 21.45316841],27.37668696,133.1625761,0:12:00,2022-06-29 23:01:17,1:15:36
3,1,132,2022-06-29 23:01:00,[18.83701168 2.45277096],[26.20735872 27.62617202],26.23017606,128.8631602,0:14:00,2022-06-29 23:01:35,0:54:17
1804,1,232,2022-06-29 23:01:00,[7.6048126 28.21611903],[27.17831904 17.00418315],22.55725295,115.0896986,0:14:00,2022-06-29 23:03:49,0:45:20
2011,0,-1,2022-06-29 23:01:00,[16.08576838 13.47444608],[13.20362313 2.73412017],11.12031303,72.20117386,0:16:00,0:00:00,0:00:00
539,1,192,2022-06-29 23:01:00,[14.09964804 26.70423412],[21.23164051 1.86609678],25.84179527,127.4067323,0:17:00,2022-06-29 23:01:58,0:06:19
1026,0,-1,2022-06-29 23:02:00,[12.45436962 12.66576702],[23.55191763 5.8713792],13.01227411,79.29602793,0:02:00,0:00:00,0:00:00
1492,0,-1,2022-06-29 23:02:00,[11.59387693 12.60748805],[16.86332648 0.17594184],13.50223833,81.13339374,0:07:00,0:00:00,0:00:00
1533,1,234,2022-06-29 23:02:00,[28.00365316 10.33789787],[4.82953295 16.89493165],24.08390623,120.8146484,0:07:00,2022-06-29 23:03:40,1:10:42
2039,0,-1,2022-06-29 23:02:00,[6.91484512 9.82698882],[6.29678527 14.75627878],4.967886628,17.91971657,0:08:00,0:00:00,0:00:00
645,0,-1,2022-06-29 23:02:00,[3.3129559 8.67562339],[9.29420626 7.49870839],6.095940022,20.73985005,0:09:00,0:00:00,0:00:00
2393,0,-1,2022-06-29 23:02:00,[15.39424505 7.27256442],[5.52994047 1.94502656],11.21102869,72.5413576,0:12:00,0:00:00,0:00:00
1577,1,142,2022-06-29 23:02:00,[25.54467545 14.49198736],[12.48212011 29.33561081],19.7727972,104.6479895,0:13:00,2022-06-29 23:07:09,0:21:59
1783,0,-1,2022-06-29 23:02:00,[0.0236853328 24.3042027],[2.62723689 19.01549456],5.894821008,20.23705252,0:16:00,0:00:00,0:00:00
1528,0,-1,2022-06-29 23:02:00,[21.26700019 24.71233386],[25.71087085 12.45321531],13.03970759,79.39890348,0:19:00,0:00:00,0:00:00
2422,0,-1,2022-06-29 23:03:00,[18.57279286 4.31074822],[15.67119792 0.21659841],5.018098827,18.04524707,0:05:00,0:00:00,0:00:00
720,0,-1,2022-06-29 23:03:00,[4.61073129 17.17821699],[8.31037573 27.63922537],11.09594815,72.10980556,0:09:00,0:00:00,0:00:00
2495,0,-1,2022-06-29 23:03:00,[12.29515434 29.72404068],[14.16842893 16.61508248],13.24212758,80.15797843,0:11:00,0:00:00,0:00:00
2316,0,-1,2022-06-29 23:03:00,[20.78915381 0.1507651],[12.8347037 5.92458845],9.829054516,30.07263629,0:12:00,0:00:00,0:00:00
370,1,153,2022-06-29 23:03:00,[0.81502264 1.95613774],[13.9179413 27.27660618],28.50986846,137.4120067,0:15:00,2022-06-29 23:03:06,1:21:53
1442,0,-1,2022-06-29 23:03:00,[15.11158304 24.90608653],[19.92036684 10.15103598],15.51888909,88.69583408,0:15:00,0:00:00,0:00:00
607,0,-1,2022-06-29 23:03:00,[20.14437446 18.96846461],[5.96976417 12.55001592],15.56007906,88.85029649,0:20:00,0:00:00,0:00:00
2575,0,-1,2022-06-29 23:04:00,[15.4314974 17.66278391],[23.69604322 19.6871968],8.508875676,26.77218919,0:01:00,0:00:00,0:00:00
771,0,-1,2022-06-29 23:04:00,[20.3217939 16.97344665],[27.87434152 11.61967554],9.25763688,28.6440922,0:06:00,0:00:00,0:00:00
528,0,-1,2022-06-29 23:04:00,[10.4428678 11.15217885],[0.04060877 8.99401583],10.62377807,70.33916775,0:07:00,0:00:00,0:00:00
2135,1,32,2022-06-29 23:04:00,[12.14732443 5.9511762],[28.84921477 15.3440262],19.16190941,102.3571603,0:07:00,2022-06-29 23:07:46,1:01:59
2980,1,193,2022-06-29 23:04:00,[1.63618982 25.26630241],[19.44504147 12.12060309],22.13514418,113.5067907,0:08:00,2022-06-29 23:04:30,0:15:44
1929,0,-1,2022-06-29 23:04:00,[26.00823128 22.40229923],[25.73296645 14.84948384],7.557829787,24.39457447,0:10:00,0:00:00,0:00:00
1792,0,-1,2022-06-29 23:04:00,[3.08838434 21.57068461],[15.1166639 21.26296897],12.03221501,75.6208063,0:13:00,0:00:00,0:00:00
881,0,-1,2022-06-29 23:04:00,[23.76573584 20.29083204],[20.38899547 28.37773932],8.763586308,27.40896577,0:15:00,0:00:00,0:00:00
2897,0,-1,2022-06-29 23:04:00,[15.30787939 13.01353207],[17.79813279 7.00186355],6.507036218,21.76759054,0:17:00,0:00:00,0:00:00
1268,0,-1,2022-06-29 23:04:00,[19.21341822 9.42486192],[28.73913199 1.00270717],12.71502707,78.18135152,0:20:00,0:00:00,0:00:00
263,0,-1,2022-06-29 23:05:00,[7.8933771 10.80409222],[2.6292824 28.10873469],18.08760194,98.32850727,0:03:00,0:00:00,0:00:00
1333,0,-1,2022-06-29 23:05:00,[7.44862439 29.64041886],[11.68169339 21.97838098],8.753610553,27.38402638,0:05:00,0:00:00,0:00:00
2290,1,55,2022-06-29 23:05:00,[27.75793925 4.40689707],[29.12562594 28.42431703],24.05633032,120.7112387,0:07:00,2022-06-29 23:05:28,0:10:21
1242,1,248,2022-06-29 23:05:00,[25.09135732 29.23317932],[29.26805757 1.95830273],27.59282005,133.9730752,0:11:00,2022-06-29 23:05:08,1:03:18
1592,0,-1,2022-06-29 23:05:00,[19.81409164 14.12449258],[5.96789339 18.05059826],14.39206419,84.47024072,0:13:00,0:00:00,0:00:00
2839,0,-1,2022-06-29 23:05:00,[20.35390647 28.62047412],[15.33014291 27.41444395],5.166498732,18.41624683,0:16:00,0:00:00,0:00:00
2042,0,-1,2022-06-29 23:05:00,[11.95677672 5.10457923],[7.64161501 7.89738524],5.140076459,18.35019115,0:17:00,0:00:00,0:00:00
1926,0,-1,2022-06-29 23:05:00,[1.20990483 6.03409628],[5.3588663 10.1324399],5.831835196,20.07958799,0:19:00,0:00:00,0:00:00
2641,0,-1,2022-06-29 23:06:00,[9.87287641 16.01869641],[1.85040889 6.26237647],12.63114262,77.86678482,0:04:00,0:00:00,0:00:00
874,0,-1,2022-06-29 23:06:00,[0.41047244 2.4479616],[7.75774773 0.83556722],7.522118706,24.30529677,0:11:00,0:00:00,0:00:00
1969,1,297,2022-06-29 23:06:00,[2.55601433 19.50277353],[19.60969429 28.68663521],19.36933958,103.1350234,0:11:00,2022-06-29 23:07:41,0:42:40
1190,0,-1,2022-06-29 23:06:00,[18.09736268 6.81783161],[16.31361211 20.84910399],14.1441992,83.54074698,0:17:00,0:00:00,0:00:00
1779,0,-1,2022-06-29 23:06:00,[6.69766203 27.66923326],[12.77679465 29.565724],6.368086879,21.4202172,0:19:00,0:00:00,0:00:00
1796,1,114,2022-06-29 23:06:00,[28.34250241 14.67648746],[10.25803481 27.72655305],22.30139413,114.130228,0:19:00,2022-06-29 23:06:04,1:20:25
1161,0,-1,2022-06-29 23:06:00,[21.51785628 17.46210393],[23.93414044 25.93098799],8.80683975,27.51709938,0:20:00,0:00:00,0:00:00
869,0,-1,2022-06-29 23:07:00,[12.87187108 8.27768083],[23.05743993 6.7881729],10.29390337,69.10213765,0:02:00,0:00:00,0:00:00
575,0,-1,2022-06-29 23:07:00,[3.83600404 22.96640252],[0.000349042661 12.4969749],11.14994012,72.31227547,0:13:00,0:00:00,0:00:00
223,1,207,2022-06-29 23:07:00,[6.81808882 2.19587771],[18.1034578 20.04638396],21.11871507,109.6951815,0:20:00,2022-06-29 23:07:06,0:57:01
858,0,-1,2022-06-29 23:07:00,[2.43688904 29.77745386],[4.68604524 29.65262982],2.252617284,13.0,0:20:00,0:00:00,0:00:00
1099,1,165,2022-06-29 23:08:00,[3.58143034 9.83528514],[24.47236142 17.91937135],22.40052346,114.501963,0:01:00,2022-06-29 23:08:01,0:39:11
